"id","description","last_updated"
"2000784","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000785","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000786","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000787","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000788","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000789","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000790","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000791","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000792","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000793","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000794","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000795","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000796","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000797","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000798","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000799","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000800","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000801","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000802","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000803","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000804","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000805","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000806","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000807","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000808","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000809","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000810","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000811","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000812","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000813","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000814","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000815","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000816","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000817","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000818","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000819","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000820","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000821","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000822","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000823","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000824","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000825","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000826","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000827","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000828","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000829","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000830","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000831","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000832","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000833","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000834","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000835","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000836","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000837","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000838","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000839","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000840","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000841","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000842","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000843","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000844","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000845","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000846","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000847","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000848","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000849","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000850","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000851","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000852","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000853","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000854","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000855","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000856","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000857","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000858","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000859","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000860","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000861","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000862","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000863","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000864","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000865","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000866","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000867","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000868","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000869","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000870","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000871","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000872","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000873","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000874","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000875","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000876","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000877","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000878","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000879","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000880","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000881","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000882","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000883","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000884","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000885","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000886","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000887","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000888","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000889","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000890","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000891","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000892","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000893","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000894","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000895","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000896","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000897","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000898","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000899","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000900","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000901","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000902","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000903","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000904","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000905","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000906","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000907","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000908","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000909","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000910","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000911","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000912","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000913","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000914","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000915","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000916","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000917","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000918","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000919","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000920","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000921","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000922","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000923","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000924","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000925","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000926","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000927","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000928","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000929","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000930","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000931","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000932","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000933","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000934","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000935","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000936","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000937","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000938","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000939","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000940","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000941","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000942","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000943","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000944","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000945","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000946","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000947","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000948","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000949","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000950","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000951","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000952","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000953","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000954","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000955","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000956","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000957","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000958","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000959","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000960","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000961","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000962","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000963","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000964","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000965","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000966","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000967","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000968","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000969","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000970","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000971","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000972","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000973","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000974","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000975","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000976","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000977","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000978","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000979","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000980","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000981","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000982","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000983","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000984","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000985","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000986","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000987","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000988","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000989","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000990","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000991","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000992","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000993","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000994","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000995","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000996","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000997","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000998","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2000999","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001000","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001001","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001002","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001003","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001004","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001005","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001006","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001007","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001008","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001009","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001010","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001011","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001012","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001013","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001014","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001015","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001016","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001017","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001018","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001019","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001020","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001021","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001022","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001023","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001024","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001025","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001026","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001027","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001028","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001029","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001030","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001031","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001032","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001033","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001034","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001035","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001036","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001037","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001038","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001039","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001040","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001041","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001042","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001043","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001044","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001045","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001046","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001047","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001048","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001049","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001050","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001051","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001052","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001053","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001054","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001055","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001056","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001057","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001058","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001059","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001060","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001061","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001062","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001063","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001064","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001065","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001066","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001067","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001068","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001069","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001070","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001071","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001072","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001073","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001074","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001075","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001076","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001077","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001078","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001079","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001080","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001081","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001082","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001083","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001084","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001085","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001086","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001087","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001088","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001089","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001090","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001091","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001092","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001093","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001094","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
"2001095","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-10-15"
